game,agent_a,agent_b,player1,player2,result,score_for_a,plies
6123,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,draw,0.5,100
6124,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,draw,0.5,100
6125,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p1_win,0.0,91
6126,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,94
6127,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p2_win,1.0,96
6128,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p1_win,0.0,97
6129,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p2_win,1.0,100
6130,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p2_win,1.0,98
6131,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p1_win,0.0,95
6132,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,p1_win,0.0,95
6133,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,draw,0.5,100
6134,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,100
6135,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,draw,0.5,100
6136,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,draw,0.5,100
6137,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,draw,0.5,100
6138,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,draw,0.5,99
6139,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,p2_win,0.0,94
6140,runs\models_7x7\sweep\sup_64x6_gp1.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\checkpoints\cycle_0162.pt,runs\models_7x7\sweep\sup_64x6_gp1.pt,draw,0.5,100
